D,36,24,35,1
D,36,24,36,21
D,34,24,34,3
F,48,24,36,3
D,34,24,36,0
DD,36,23,34,1
DD,34,23,35,36
C,34,23,33,1
C,34,24,35,9
B,34,26,35,4
