C,35,23,35,2
C,36,23,32,1
C,34,24,34,2
C,32,23,35,2
E,38,24,36,16
B,32,24,32,16
A,34,27,34,9
C,32,24,36,1
EEE,44,28,39,12
C,34,24,35,1
D,36,29,42,0
B,33,24,26,1
B,32,25,35,9
C,34,29,39,1
B,35,24,35,101
B,34,28,36,10
B,36,25,34,10
DD,39,24,36,0
B,34,24,33,1
C,34,23,32,2
C,37,25,36,28
B,33,24,35,0
B,34,24,34,3
C,37,23,36,56
B,34,24,33,15
C,32,23,33,4
A,35,25,35,1
A,34,23,34,42
D,32,21,30,4
B,32,24,34,5
C,34,24,34,1
A,31,24,34,0
D,36,26,38,1
B,35,24,36,3
D,34,26,34,1
D,34,25,34,0
B,33,24,34,1
DD,34,29,42,2
B,34,24,35,0
B,34,24,35,0
B,36,26,32,7
B,34,24,34,69
B,32,23,33,19
DD,34,24,34,1
A,34,22,33,0
B,32,23,34,0
B,34,27,37,0
B,32,23,34,25
A,33,24,33,213
D,35,25,34,1
B,36,25,34,8
DD,34,26,34,6
D,32,24,35,6
E,32,26,35,1
D,34,24,34,6
C,37,25,35,1
DD,36,24,36,1
B,34,25,35,260
C,32,24,33,14
B,34,23,33,3
D,34,24,34,3
DD,32,24,34,8
A,33,22,33,1
B,34,24,36,1
D,42,24,34,0
B,34,23,33,132
C,34,23,34,11
C,33,26,34,1
D,36,25,35,30
B,34,24,34,2
B,36,24,30,0
C,32,25,36,2
C,36,24,34,1
B,34,24,33,167
A,33,24,34,6
B,34,26,36,1
F,36,27,37,0
B,30,23,33,28
D,40,22,36,0
C,34,24,35,1
B,34,24,34,1
B,32,24,34,41
FF,34,26,34,18
D,36,24,37,0
B,34,23,34,2
B,32,24,34,7
C,32,24,33,1
C,34,24,36,1
B,36,25,34,1
C,35,26,35,1
A,32,23,34,2
B,34,26,32,51
DD,34,26,38,0
C,34,24,33,1
A,32,24,34,44
C,36,25,36,0
D,34,26,34,1
A,32,22,32,1
B,34,27,35,1
DD,32,24,35,3
C,36,26,35,472
C,36,24,35,3
B,34,25,34,39
B,32,24,33,35
B,32,24,34,54
C,34,26,35,0
H,36,27,37,1
D,35,24,34,0
B,34,23,35,1
B,30,24,34,15
E,32,27,39,2
DD,34,23,34,7
B,33,24,34,1
C,34,24,34,10
A,34,23,34,1
C,36,27,35,1
D,34,26,35,49
D,34,24,36,1
A,34,24,33,1
C,36,27,37,0
A,34,26,33,7
D,36,23,36,1
B,30,25,35,20
B,34,25,35,61
B,38,26,36,12
D,36,27,38,3
C,37,26,37,0
D,34,24,34,0
B,34,22,35,0
B,31,24,35,0
B,24,26,30,13
C,34,25,35,2
D,34,24,34,4
D,38,30,36,0
C,35,26,35,22
B,34,26,32,16
H,32,28,30,1
C,35,25,36,9
C,36,23,32,2
DD,36,24,38,0
B,34,24,35,2
A,34,24,36,0
C,34,26,36,2
B,32,24,36,100
A,32,23,33,25
B,34,23,36,13
DD,30,23,32,1
B,34,26,32,5
B,35,25,34,1
A,32,23,32,29
B,32,23,34,1
B,34,24,36,0
A,34,24,34,14
B,34,26,36,18
C,32,26,38,1
C,35,24,34,170
B,34,23,33,17
B,34,26,35,0
AA,36,23,33,1
C,34,25,36,57
C,34,28,38,1
B,34,26,34,0
L,164,23,34,37
A,34,24,34,2
EE,40,23,34,2
DD,39,28,36,100
A,32,24,28,4
DD,37,24,34,0
C,34,23,34,10
A,33,25,30,5
C,34,20,36,1
AA,36,23,33,1
B,36,25,36,91
A,34,24,34,0
C,32,24,34,1
DDD,36,19,32,5
D,34,22,34,5
DD,36,23,35,28
B,34,28,32,0
A,34,27,37,0
C,38,28,39,1
C,34,23,35,16
B,34,27,35,1
A,33,28,34,0
A,32,23,33,2
A,32,23,34,1
B,34,24,37,9
D,36,24,36,1
G,34,28,36,2
C,36,27,36,6
A,30,24,32,44
D,36,30,28,1
A,34,27,35,0
C,34,24,34,20
B,34,25,35,15
L,65,21,40,8
DD,36,26,36,23
B,34,23,33,94
A,34,24,35,0
C,34,26,36,0
B,32,25,36,0
A,34,24,35,1
D,30,24,36,1
C,34,26,37,1
A,32,24,33,5
E,38,24,36,1
B,34,24,35,8
B,34,24,34,1
C,35,24,34,1
D,34,23,34,0
C,34,26,34,1
B,32,26,34,15
D,36,26,36,0
C,36,25,34,0
A,35,24,34,27
B,35,25,36,0
B,34,23,35,43
D,36,26,36,23
A,30,28,35,160
B,34,24,35,210
A,31,24,31,0
DD,34,24,34,19
C,34,24,36,0
A,32,23,34,8
DD,32,26,32,2
C,34,26,36,2
A,34,26,36,2
C,35,25,35,1
B,32,24,35,0
C,36,24,36,1
B,34,24,34,1
B,32,24,36,2
B,32,24,35,0
C,36,22,34,0
B,34,24,40,1
B,34,24,35,27
C,34,23,34,1
DD,34,26,37,1
B,34,26,35,1
C,32,24,36,1
C,34,23,35,4
B,32,24,33,3
E,32,26,36,1
B,34,25,35,259
D,32,24,36,0
A,32,24,34,0
DD,34,25,33,7
DD,34,26,36,3
C,38,26,34,1
D,36,24,34,2
C,34,23,33,4
D,35,27,38,1
D,38,26,37,0
A,33,21,32,21
C,38,26,36,7
A,34,23,35,0
C,36,24,36,13
B,32,24,34,2
C,34,24,34,68
C,34,26,35,1
B,30,24,34,149
DD,44,34,44,0
DDD,36,25,35,3
F,34,26,36,28
D,34,24,34,0
A,32,25,35,0
B,32,24,34,12
D,33,24,35,18
J,34,30,34,0
D,32,25,34,3
DD,37,23,34,14
C,34,24,34,156
D,32,23,34,4
A,32,24,37,2
B,32,24,28,0
C,34,26,36,7
D,35,24,34,6
C,34,26,36,2
D,38,21,34,5
C,34,24,35,1
A,32,23,34,2
C,36,27,36,2
B,34,24,34,8
B,34,24,34,149
DD,34,24,35,5
B,,26,,10
D,32,28,34,51
D,34,24,34,2
K,48,25,36,19
J,49,30,38,21
DD,34,23,34,0
C,35,23,34,6
DD,34,26,34,0
A,34,23,25,0
B,35,24,35,3
C,34,25,36,1
B,30,24,33,4
B,33,24,35,11
B,34,24,33,63
C,32,25,34,2
B,32,25,36,24
C,36,25,35,15
C,32,25,34,0
D,34,25,35,0
D,34,25,34,0
D,32,24,34,0
C,32,24,37,2
C,34,24,35,0
D,32,25,33,11
B,35,26,35,1
A,34,25,34,1
B,36,24,35,2
C,34,24,34,71
H,34,28,40,17
D,34,23,33,0
C,34,22,33,0
D,32,24,36,3
B,34,24,33,1
A,32,23,33,1
C,32,24,34,1
B,32,26,31,0
B,34,23,34,1
B,36,25,35,1
C,35,25,35,32
C,35,25,36,0
B,34,25,34,117
C,35,22,34,1
B,36,25,32,0
C,34,23,33,12
B,34,27,35,2
C,32,23,33,1
C,34,26,32,1
B,34,28,34,9
D,34,22,33,0
B,35,28,35,0
DD,36,24,36,5
B,34,26,34,41
B,34,25,34,18
B,34,24,36,8
C,32,25,35,1
D,32,25,37,1
C,34,28,36,103
D,35,25,36,9
C,32,22,33,23
DDD,36,32,42,0
C,33,24,34,1
D,35,26,37,1
C,34,24,32,17
B,36,26,35,37
C,32,24,35,2
C,32,26,37,6
C,34,26,34,10
C,34,26,36,1
B,36,25,37,5
DD,38,25,41,0
B,34,25,35,0
B,32,24,34,24
C,33,24,35,6
C,34,25,36,0
D,36,25,36,2
B,34,23,35,16
C,34,23,34,5
C,34,26,36,4
A,34,23,30,76
B,32,26,30,4
C,36,24,34,73
C,34,23,34,3
B,34,25,35,0
C,36,26,36,5
DD,32,28,38,0
D,34,25,35,0
DD,36,25,37,1
A,36,28,30,1
C,34,25,35,1
B,32,24,35,23
D,34,24,34,0
B,34,24,36,0
FFF,65,25,36,7
DD,34,25,35,1
C,36,26,32,21
C,34,22,33,18
B,34,24,34,72
D,34,26,36,39
C,35,24,35,0
DD,37,25,36,16
C,34,25,35,0
B,32,26,35,25
C,32,28,32,0
C,34,24,34,2
B,38,23,36,3
C,36,24,35,150
A,33,23,34,2
B,36,24,34,3
B,32,24,35,1
B,33,22,34,123
D,36,29,39,0
C,32,25,36,1
C,34,26,36,1
C,35,27,35,0
B,34,26,36,0
C,33,24,34,14
D,33,24,33,1
C,35,24,34,0
B,34,24,34,3
B,34,24,35,0
B,34,25,36,47
C,36,23,34,1
B,34,27,36,0
C,36,23,34,1
B,34,25,35,0
C,36,24,36,6
B,34,23,36,473
B,34,22,34,0
C,34,25,35,27
C,34,24,36,6
B,32,25,34,1
B,35,26,36,13
B,36,25,36,10
B,32,24,34,12
B,35,24,35,5
B,34,24,32,24
C,34,25,34,2
B,32,24,32,1
C,34,25,36,3
B,35,23,34,0
B,34,26,34,8
B,33,23,34,94
C,37,24,36,8
C,35,23,34,29
B,36,23,35,0
C,34,24,34,0
B,34,23,33,23
C,38,26,38,7
D,36,24,36,1
C,34,28,34,99
D,34,25,36,31
C,34,26,35,14
A,32,26,30,14
A,34,25,35,0
D,34,24,36,0
B,33,26,32,1
B,34,26,34,2
GG,36,24,36,7
B,34,26,32,3
C,36,23,34,1
D,34,25,34,0
B,36,35,36,1
F,34,25,37,57
B,34,27,33,10
B,32,24,32,66
C,35,24,36,6
C,32,23,35,2
C,34,24,35,2
B,34,24,35,1
C,36,24,34,30
B,34,23,35,675
A,32,24,33,1
B,37,26,37,2
DD,38,27,34,150
B,34,23,34,209
B,30,24,33,372
C,36,25,36,28
C,34,24,36,7
B,36,25,36,1
C,36,24,34,1
C,32,25,35,13
C,34,24,34,10
A,30,23,33,38
B,34,26,34,0
D,34,27,36,1
DD,34,25,35,3
C,35,24,36,0
DD,34,27,38,2
DDD,41,28,36,0
C,34,24,34,0
C,34,26,34,1
C,32,23,36,2
B,32,23,34,26
C,36,26,36,72
B,34,25,34,14
B,32,25,35,22
B,34,23,34,0
B,36,25,35,3
C,34,26,32,0
B,34,24,34,1
D,36,24,36,15
B,34,25,36,36
D,37,25,38,1
A,32,23,33,18
A,31,24,33,6
B,34,26,35,6
C,36,26,35,42
D,36,28,36,1
B,34,24,35,139
B,36,26,35,30
C,34,24,35,6
C,32,28,34,0
DD,38,24,36,0
D,34,24,34,23
D,34,24,35,4
B,34,25,33,0
A,32,26,36,1
C,34,26,34,0
D,36,24,34,18
D,34,28,30,20
D,32,23,36,3
D,36,24,34,0
B,34,24,31,10
DDD,35,24,35,80
C,38,24,38,199
C,34,24,34,42
B,34,24,34,0
D,32,24,34,1
B,35,27,36,2
D,34,25,35,7
B,32,23,34,1
B,34,25,36,17
B,34,21,33,0
D,40,32,42,5
B,34,24,34,1
C,34,24,35,1
B,31,24,34,0
D,34,26,36,1
B,36,26,35,29
D,36,28,38,15
B,32,23,35,0
C,35,25,34,1
D,34,24,33,20
A,34,24,33,2
B,34,26,35,225
B,34,25,34,1
DD,34,25,36,2
C,33,25,33,1
DD,34,23,33,1
C,33,24,36,1
C,35,23,34,1
G,32,25,36,1
B,33,24,34,11
B,32,23,32,171
C,35,25,34,35
D,36,24,34,0
C,35,27,36,1
A,32,25,34,33
C,34,24,35,21
C,31,24,35,2
D,36,20,34,0
AA,34,25,35,18
D,36,26,36,55
B,34,24,34,23
B,38,28,39,19
A,32,22,32,1
A,32,23,33,0
C,34,24,36,7
B,34,24,35,3
C,34,25,36,0
C,36,26,36,18
C,35,23,34,0
B,34,24,34,53
A,33,24,35,1
A,32,23,34,138
A,36,24,33,1
D,33,24,36,2
B,32,28,36,4
D,36,31,46,1
D,34,26,38,9
C,32,26,38,2
C,34,24,34,0
A,31,24,36,0
E,34,25,35,3
C,34,24,35,1
B,34,25,35,89
C,34,22,33,202
D,38,25,38,1
B,34,25,35,21
B,32,24,34,50
A,35,25,34,19
B,34,21,36,0
DD,32,24,33,0
B,34,24,34,1
C,34,24,36,1
F,32,24,36,5
D,37,25,35,12
D,40,34,37,31
B,34,25,35,0
C,34,25,35,15
C,36,24,36,0
C,32,22,33,0
D,36,28,38,0
B,34,25,35,2
D,38,33,40,0
DD,34,24,36,1
D,34,23,32,2
B,34,23,35,21
B,34,24,33,12
DD,32,26,36,0
C,34,28,36,0
B,34,25,37,0
C,32,23,33,9
C,32,25,36,1
C,38,32,38,42
C,35,24,35,1
B,34,26,37,1
C,32,25,34,33
D,34,24,35,0
C,33,24,35,2
B,32,26,30,4
B,34,24,24,5
C,34,27,34,94
DD,38,34,40,0
B,34,25,35,0
A,32,23,33,155
C,36,26,33,1
A,33,22,34,10
D,38,34,47,5
C,36,29,36,0
C,34,23,35,0
B,34,34,36,1
A,33,24,35,7
D,35,24,35,0
C,34,23,35,9
B,36,24,36,7
C,34,25,35,3
E,41,30,41,1
D,34,25,35,5
C,34,26,36,1
B,34,24,25,2
E,34,24,35,0
B,32,25,36,5
A,31,23,34,3
F,38,27,36,0
C,34,24,34,11
D,32,26,38,3
D,36,25,36,0
A,34,25,35,1
D,38,25,38,1
DD,34,27,36,0
B,30,26,34,0
D,36,27,37,1
B,32,27,33,0
C,35,24,34,1
C,36,28,38,4
C,32,22,36,1
B,34,24,35,27
DD,34,26,38,1
D,36,24,36,15
C,36,24,36,44
B,34,24,35,15
C,34,25,38,3
A,32,23,33,1
C,34,23,32,1
C,36,25,35,0
B,34,24,34,1
G,36,28,37,2
A,33,23,33,1
B,34,27,36,21
D,32,24,34,10
C,34,25,35,4
B,34,25,35,83
B,35,24,35,4
B,32,23,33,2
C,36,27,35,2
B,34,26,30,0
C,34,24,35,0
C,36,24,34,11
D,34,24,35,21
B,32,21,32,1
A,33,28,32,3
DD,32,24,34,8
C,36,24,34,0
B,32,23,33,87
B,34,23,35,1
C,32,25,34,1
C,32,22,33,22
B,36,27,38,3
B,34,25,36,0
DD,34,27,38,61
B,34,24,34,23
D,37,27,36,1
D,34,24,34,11
B,32,26,34,12
D,36,24,34,5
B,30,22,33,11
DD,32,26,34,2
D,34,23,34,39
C,36,23,35,105
C,37,24,35,0
C,34,21,33,3
C,35,25,36,6
B,34,24,35,2
C,34,25,34,60
A,33,23,33,8
B,34,23,35,0
D,35,24,35,0
B,32,24,34,29
B,34,24,35,7
B,34,26,34,116
D,34,25,36,2
C,34,24,32,0
B,34,23,34,14
C,36,23,33,647
C,35,25,34,4
DD,34,24,34,24
C,35,25,35,0
A,35,24,34,1
C,32,23,34,2
C,36,24,36,2
DD,34,22,34,1
B,34,23,34,1
B,34,24,34,140
B,36,26,35,46
C,38,25,39,2
D,36,24,35,9
B,34,27,37,1
DD,36,27,46,1
B,34,28,36,43
AA,36,23,33,1
D,37,24,36,2
C,30,33,34,2
C,34,19,35,0
B,36,26,35,7
DD,30,25,35,1
C,34,28,34,16
F,44,32,46,1
D,34,26,32,0
C,34,24,35,0
C,34,24,34,0
B,34,24,35,8
C,34,26,34,2
B,32,23,33,36
A,34,23,33,2
B,34,25,34,6
C,34,24,35,22
B,34,26,37,0
B,30,24,32,0
A,32,23,33,1
C,34,25,35,1
D,32,24,32,1
B,34,24,25,14
C,35,25,35,9
A,34,25,38,0
C,33,23,34,1
C,34,25,32,63
B,34,26,35,4
A,34,25,33,1
C,36,26,36,7
GG,32,24,34,90
DD,34,25,35,0
AA,34,23,34,2
B,34,24,34,2
D,34,23,33,1
A,32,21,31,0
C,34,25,35,4
L,50,28,49,3
C,34,22,34,1
C,34,24,35,30
B,32,24,34,4
D,34,24,34,1
DD,34,23,36,0
DDD,36,26,36,2
D,32,24,34,0
C,36,24,36,18
C,34,26,30,0
C,34,24,33,90
B,34,23,35,0
C,34,24,34,11
C,34,23,34,30
DD,34,26,34,1
C,36,23,34,2
A,32,25,37,0
D,34,23,34,0
B,34,24,36,19
C,34,24,35,3
B,34,24,33,1
DD,44,25,35,13
B,32,25,32,4
B,34,25,36,39
C,36,26,36,0
C,38,25,35,0
DD,36,25,38,0
B,34,23,35,1
FF,32,25,35,20
A,32,26,32,0
B,34,24,34,7
A,32,24,33,0
DD,36,26,36,0
D,32,24,28,1
B,32,24,34,0
AA,31,22,32,11
A,32,22,34,0
A,32,24,35,1
D,38,24,36,103
A,34,23,34,2
B,34,26,36,9
B,33,23,34,18
B,34,25,35,5
C,30,25,39,1
C,34,24,35,1
DD,32,26,36,1
B,31,25,35,35
B,34,25,35,6
C,34,24,35,461
E,37,26,36,0
B,32,25,34,0
B,34,25,36,4
B,32,27,34,20
B,34,24,34,0
D,36,25,34,0
D,36,25,35,99
A,34,25,37,0
B,34,30,41,24
B,25,23,34,10
C,32,25,36,0
C,32,23,34,0
A,34,25,35,0
D,34,24,34,0
C,35,24,34,86
C,34,23,33,1
B,34,24,34,1
DD,37,25,37,1
D,36,21,34,2
B,36,23,34,10
L,44,32,35,0
B,34,25,35,96
D,37,24,36,0
A,33,25,33,63
DDD,34,26,35,23
D,38,28,38,1
DD,34,27,38,6
B,34,24,35,40
C,34,24,34,0
B,34,27,33,0
B,34,25,33,9
C,35,23,34,10
D,34,27,36,2
F,36,24,34,0
C,36,26,34,36
D,36,25,36,5
D,36,24,36,5
G,34,26,35,15
B,36,26,35,2
C,36,25,36,9
C,34,25,36,0
A,34,24,32,1
C,32,24,34,0
DD,33,29,39,0
C,32,24,34,1
A,32,24,37,40
A,34,25,36,0
D,35,24,36,35
D,34,22,34,13
D,36,27,36,45
A,34,27,36,1
A,32,23,34,9
A,32,25,34,0
B,34,26,32,92
B,35,27,37,0
A,35,24,36,10
B,36,28,34,5
D,32,22,32,0
B,32,25,30,1
D,36,24,36,32
C,36,24,32,4
B,34,24,35,13
DDD,36,23,34,1
B,32,28,,16
B,34,25,34,153
L,50,24,36,7
A,32,25,35,1
A,34,25,33,48
DD,36,26,37,522
C,33,23,33,1
C,36,24,34,0
B,33,24,34,1
DD,38,23,33,14
DD,34,23,33,12
DD,38,23,38,3
B,34,25,34,14
B,36,26,33,78
D,35,24,35,2
B,36,21,34,33
DD,36,25,36,0
C,37,27,38,40
C,36,22,36,40
D,42,25,39,16
C,34,24,34,10
B,35,25,36,0
D,38,27,36,32
DD,36,27,36,10
C,34,23,34,2
DD,40,33,37,9
B,34,27,32,11
C,34,24,35,1
B,33,18,32,3
D,32,25,35,0
C,34,24,36,3
A,34,24,34,2
C,34,25,37,5
D,37,24,36,0
C,32,24,34,6
B,32,24,34,3
C,32,24,34,0
DD,32,25,35,1
C,34,23,36,77
C,33,25,35,2
C,34,26,36,0
C,33,23,33,5
A,34,24,34,0
F,44,28,38,4
B,34,23,33,2
C,34,28,33,9
B,36,25,35,99
B,32,24,34,62
B,34,24,33,1
DD,36,25,36,4
B,34,26,35,3
C,36,23,34,1
C,34,24,35,2
D,38,24,37,0
A,33,25,37,0
D,36,23,37,12
D,36,26,37,2
D,36,24,36,7
B,34,22,35,36
A,34,24,34,1
J,43,24,36,3
B,32,25,33,14
C,34,25,35,6
B,35,24,34,7
D,36,24,42,1
C,34,24,34,0
C,34,24,34,1
D,36,26,32,39
B,36,27,36,23
A,32,23,33,1
B,34,26,34,17
L,73,23,35,1
D,34,29,38,0
B,34,24,35,2
A,36,26,38,2
B,31,23,34,2
C,36,28,36,172
C,36,27,39,15
D,35,24,35,1
D,36,26,36,1
B,34,24,33,8
D,34,23,33,19
C,34,25,35,1
B,34,26,37,14
D,,25,35,1
B,34,24,35,2
DD,33,22,35,182
D,36,24,36,12
A,34,25,35,0
A,34,26,34,0
C,32,23,33,1
A,34,24,34,1
B,34,24,34,49
C,34,28,38,0
C,34,23,34,1
B,31,22,31,0
GG,36,23,36,4
GG,67,25,36,3
C,34,23,33,2
C,36,22,34,3
B,34,24,35,0
C,35,25,36,1
B,32,23,33,288
DD,32,22,34,12
B,32,24,34,5
B,32,26,34,2
D,42,30,42,2
C,36,25,35,2
C,34,24,34,5
B,32,24,34,0
B,36,24,34,10
B,34,21,33,8
C,34,26,36,1
D,34,30,36,2
C,33,24,36,9
DD,32,27,41,15
C,34,24,32,1439
C,34,22,33,0
AA,32,23,33,1
C,34,24,36,4
C,37,23,36,1
B,34,28,38,1
B,33,23,34,21
C,34,24,34,1
C,36,27,36,2
A,32,23,33,45
C,33,23,34,1
D,36,26,36,159
DD,36,23,35,4
G,40,30,40,17
D,34,24,34,3
C,34,25,36,4
C,34,25,35,2
C,36,24,36,237
B,34,23,33,19
A,34,24,34,1432
D,36,24,35,13
C,39,24,35,4
B,34,24,33,152
C,36,27,36,3
D,34,20,38,70
D,34,26,36,0
B,35,24,35,89
C,34,24,36,3
DD,36,26,34,0
A,32,23,34,0
A,34,22,35,0
B,34,24,33,6
B,30,23,33,21
D,34,24,35,2
A,33,22,34,9
C,34,24,34,1
B,34,25,34,1
B,35,25,37,3
A,32,23,33,1
B,32,24,36,8
B,33,24,35,2
DD,38,23,36,0
A,32,28,34,2
A,34,25,36,1
B,34,29,34,1
AA,34,23,33,2
C,37,24,35,37
FF,36,26,32,1
DD,35,23,36,2
C,34,23,36,1
A,32,26,33,14
B,32,28,36,1
C,35,24,34,4
A,34,25,35,0
C,37,25,37,4
C,34,22,40,30
C,34,25,36,1
B,34,26,34,2
C,34,24,32,6
C,35,23,35,0
C,33,26,37,1
D,38,25,36,61
B,34,24,34,14
B,36,24,36,12
C,35,26,35,7
G,32,25,35,1
C,32,26,36,0
D,36,25,36,30
C,33,24,33,0
B,34,25,36,300
C,34,24,36,1
D,36,27,36,13
A,34,23,34,0
DD,34,24,36,5
B,32,24,34,2
AA,36,23,33,1
D,34,24,35,8
HH,36,22,34,19
D,34,25,36,0
C,34,24,34,2
B,32,26,33,58
D,34,25,35,27
B,34,26,35,13
C,35,25,34,9
B,35,26,32,2
B,34,24,34,1
B,34,24,34,28
D,34,25,38,4
B,34,25,33,2
A,32,23,33,1
C,34,25,35,48
A,33,27,34,2
D,36,25,35,0
C,34,24,34,0
C,34,26,24,5
DD,36,27,36,1
C,34,25,35,11
AA,36,23,33,1
A,34,24,34,10
B,34,24,34,5
C,35,24,35,4
C,34,28,32,5
B,34,23,34,1
D,34,26,38,0
C,35,25,35,3
D,33,23,35,1
A,32,24,34,12
B,34,23,36,1
C,34,24,35,0
B,34,23,34,20
B,34,25,36,4
B,33,24,33,1
B,32,22,30,4
C,34,24,36,4
E,34,23,34,14
C,34,25,35,0
B,34,24,34,0
L,36,25,36,6
B,34,26,37,0
B,34,24,34,14
D,31,24,36,1
C,36,27,38,1
C,35,26,36,86
B,34,25,35,6
B,36,24,34,1
C,36,24,36,0
B,34,25,35,0
B,32,24,34,1
C,38,26,37,2
D,34,24,34,8
A,32,27,37,0
C,34,26,36,0
B,34,24,34,29
D,35,25,35,1
C,34,25,32,7
B,36,24,35,8
G,32,24,32,1
C,34,28,42,0
C,32,24,35,1
D,37,27,36,0
C,37,24,37,5
D,36,25,37,81
A,34,24,33,2503
D,32,24,32,0
B,34,24,34,8
DD,39,23,45,78
D,34,23,35,0
B,34,23,38,1
B,34,29,35,0
D,34,29,40,0
D,34,22,32,1
B,35,25,35,0
C,33,25,34,7
F,36,25,36,0
C,36,24,37,1
D,30,23,34,0
B,36,27,37,41
DD,32,25,32,38
DD,39,26,37,3
B,34,24,36,2
A,32,26,34,1
B,36,25,36,21
D,34,24,34,10
C,34,23,34,0
C,36,27,34,11
D,38,24,33,26
C,34,28,36,1
G,32,26,32,4
D,34,24,34,1
C,34,24,36,10
D,35,21,34,0
C,32,24,35,0
A,31,23,33,3
B,34,24,35,0
DD,36,23,35,15
C,32,25,33,60
C,32,23,34,0
B,34,24,35,1
C,32,27,30,1
C,34,25,35,1
B,34,24,34,35
B,34,23,33,0
D,36,24,34,0
B,38,26,36,3
DD,36,27,39,0
C,34,27,38,0
A,33,23,34,6
A,34,24,33,2
B,34,24,35,0
C,32,25,34,21
A,30,22,30,7
B,34,27,37,0
C,34,27,37,0
D,34,23,35,28
C,37,23,36,19
C,34,24,34,1
C,34,23,36,79
B,34,25,32,10
B,36,27,38,4
E,36,25,36,16
D,35,25,38,1
B,34,23,35,6
C,38,26,38,0
A,32,23,35,0
D,33,24,34,0
D,38,32,41,1
C,34,24,32,689
G,32,26,32,18
C,38,22,33,4
B,34,26,36,59
D,37,23,34,0
B,34,25,35,3
B,34,26,36,0
C,34,28,34,188
D,34,26,36,1
B,34,26,32,12
B,34,24,34,0
C,36,29,37,14
B,34,24,35,7
C,36,26,36,75
B,33,24,35,0
A,34,24,35,1
D,38,24,34,10
A,34,24,34,1
L,65,24,34,2
C,34,24,35,25
C,34,23,34,1
B,34,24,35,16
C,36,26,36,128
B,34,25,36,1
B,34,24,34,3
C,34,23,34,1
C,34,26,36,0
E,27,24,35,0
C,33,24,34,1
C,36,26,36,1
A,36,24,33,17
C,34,24,35,1
B,34,24,33,2
C,36,23,35,2
D,36,26,36,1
A,32,21,31,0
C,34,24,38,8
C,35,24,34,2
B,34,27,35,1
EE,40,23,34,2
B,34,24,34,4
C,34,25,34,2
D,37,21,36,0
C,32,25,36,2
D,34,24,36,0
C,34,24,34,0
D,34,23,33,26
B,34,25,35,8
D,33,24,34,1
C,36,24,35,19
B,34,23,33,113
B,34,27,34,11
A,35,25,35,1
C,36,24,35,129
C,36,23,35,1
C,34,24,35,210
D,34,25,35,0
B,32,23,35,22
B,34,25,34,3
D,33,25,36,5
AA,32,23,33,1
C,34,25,35,20
C,35,23,35,1
B,34,23,35,12
B,32,25,34,18
DD,42,24,34,2
D,38,25,38,5
D,36,22,35,0
C,35,25,36,4
C,35,25,37,38
DD,32,24,36,4
DD,40,34,44,34
A,35,25,36,17
B,32,24,32,0
DD,34,22,35,14
C,34,25,32,20
C,35,24,34,131
C,36,27,38,0
C,37,24,35,0
A,34,25,35,24
C,34,25,35,1
C,34,24,35,0
D,36,23,35,0
C,33,23,34,11
D,34,26,37,1
B,34,24,34,107
A,34,24,34,48
B,34,25,35,0
C,34,24,34,238
B,34,29,40,1
C,34,24,38,1
C,36,25,38,0
AA,30,22,32,1
C,34,28,36,1
D,34,24,34,8
A,32,23,33,1
DD,37,25,35,54
C,38,22,37,30
DD,36,26,37,5
DD,34,24,33,0
B,32,24,34,3
C,34,24,34,15
E,38,26,36,5
C,34,26,34,2
D,36,25,37,1
B,33,27,32,241
G,32,25,35,1
C,32,24,36,1
A,33,25,35,158
A,32,23,32,1
B,32,26,36,0
D,36,24,36,2
H,50,23,33,2
C,34,24,34,1
A,34,28,36,0
B,31,25,34,1
DD,32,24,34,9
C,34,24,34,0
A,34,25,34,3
B,34,24,36,0
B,35,25,36,1
A,32,24,34,5
C,35,23,35,0
C,34,24,34,23
C,34,24,33,30
D,40,32,36,3
C,34,23,34,0
H,30,24,32,7
B,35,23,34,10
C,34,25,35,5
D,34,21,32,1
B,36,25,36,0
B,34,26,36,0
C,32,24,34,0
C,35,25,35,75
D,36,26,36,2
C,34,21,33,3
C,36,28,36,6
C,34,26,35,2
B,34,23,34,10
G,30,23,32,7
D,34,23,35,0
B,32,23,33,1
B,34,25,36,2
C,34,24,35,1
C,36,25,36,1
B,34,24,36,2
B,32,23,34,4
B,32,24,32,0
B,34,24,34,17
B,34,25,36,0
C,36,26,37,15
C,37,26,38,56
E,37,27,37,0
C,36,25,34,0
B,32,25,30,6
A,32,25,34,512
D,34,27,38,0
D,36,24,35,22
B,32,26,34,11
DD,38,23,35,0
DD,42,30,38,0
B,35,27,35,335
A,32,31,35,0
B,34,24,34,24
D,42,24,34,1
B,34,23,34,1
DD,34,25,36,0
B,34,24,33,1
B,34,23,33,18
C,38,28,36,17
B,36,24,36,5
C,34,23,33,1
B,34,23,36,2
B,34,27,37,1
C,34,24,35,19
C,34,25,34,0
B,34,24,33,1009
C,34,24,34,42
B,32,24,35,23
C,34,25,36,43
C,38,26,41,0
D,34,24,36,8
C,36,25,36,3
C,34,24,36,1
L,65,28,38,3
C,34,26,34,1
C,34,24,35,51
C,34,23,35,9
B,34,24,34,1
B,32,25,35,23
B,34,24,35,25
C,34,26,36,22
D,34,25,36,2
AA,32,23,34,4
D,36,23,35,5
C,36,25,36,89
B,34,24,34,1
B,34,24,35,1
B,33,25,36,4
