36,12
36,33
36,29
34,14
32,1
47,4
34,0
32,20
34,98
36,7
34,10
34,1
34,8
36,0
34,10
32,6
34,2
32,7
34,1
36,1
34,7
32,10
32,1
40,4
34,1
38,0
33,0
30,0
44,0
34,414
35,2
32,6
38,2
34,1
38,2
34,0
36,49
35,2
32,8
31,1
32,6
36,1
34,2
35,1
36,8
33,68
33,127
34,10
34,1
36,1
34,0
34,7
34,3
36,1
34,15
34,1
34,1
36,48
34,13
32,0
35,2
34,0
34,3
35,1
36,1
36,62
34,4
32,431
34,4
46,5
36,4
34,1
36,3
36,17
36,0
32,0
35,47
32,5
36,1
34,99
34,54
34,0
35,11
36,1
34,1
36,2
36,16
36,9
36,0
34,1
33,41
34,211
34,1
36,8
35,1
34,1
33,4
35,18
34,4
33,1
34,1
32,1
34,0
34,746
40,6
34,5
35,1
34,2
38,32
34,23
34,47
34,27
34,0
32,78
34,3
34,12
30,10
32,25
32,0
34,1
32,1
32,0
35,1
32,3
34,1
34,7
34,1
34,1
36,13
36,93
33,1
34,104
32,1
34,0
36,1
34,2
34,4
34,40
32,554
32,3
30,200
34,1
32,0
32,1
34,65
34,2
34,5
36,1
36,37
40,8
37,0
32,85
32,27
34,4
34,2
32,12
31,5
34,1
32,0
34,1
32,14
32,6
40,41
33,7
36,11
37,1
35,328
33,1
32,0
34,0
32,2
34,38
32,2
33,0
34,7
30,14
32,1
34,0
32,2
34,1
34,0
34,6
32,2
34,53
32,1
30,55
32,6
32,1
34,1
36,1
34,1
38,1
34,6
32,1
32,0
34,3
41,4
36,35
32,8
32,3
34,43
34,23
36,125
32,2
32,0
34,2
34,0
34,0
34,1
34,0
37,0
32,30
36,1
33,0
34,26
32,0
33,8
36,9
38,19
42,2
34,5
30,326
34,21
34,1
34,108
36,1
32,0
36,0
34,2
35,77
34,0
34,3
32,0
36,1
32,4
34,0
34,42
36,124
34,0
34,4
34,2
30,15
37,0
34,6
36,0
34,21
34,190
36,1
35,0
38,1
34,1
31,0
36,1
34,1
36,2
34,13
37,1
34,0
36,21
34,102
34,243
36,1
34,1005
34,1
40,0
34,1
34,4
31,1
34,1
32,0
34,8
36,231
36,1
36,2
36,4
36,21
34,50
36,17
36,26
34,18
32,1
34,1
34,38
36,1
36,35
35,283
34,1
32,4
33,302
34,16
34,2
34,0
32,1
32,1
33,0
34,95
32,156
36,34
36,16
34,2
34,0
36,1
34,2
30,4
36,2
34,8
34,1
32,1
36,0
35,1
34,2
34,0
32,0
34,374
37,19
34,1
32,2
36,1
36,2
35,2
36,0
34,8
35,16
34,2
38,1
34,114
32,0
34,517
34,109
37,2
33,1
32,7
34,30
34,7
36,19
34,6
34,5
36,1
42,1
42,4
34,2
32,0
32,30
32,0
32,0
38,47
48,7
34,35
38,0
34,12
30,1
32,28
34,2
34,0
34,26
34,16
32,1
36,2
32,5
32,36
38,1
36,2
36,0
34,7
34,10
34,8
56,13
35,2
34,1
34,56
36,0
34,0
32,1
34,713
36,2
34,4
34,10
34,0
35,1
36,0
40,11
36,94
35,0
34,1
34,0
32,1
24,2
32,5
34,519
36,0
34,1
34,0
32,1
34,13
34,7
34,129
34,110
32,99
32,0
54,4
32,0
34,1
36,1
34,9
35,58
32,1
35,0
32,1
37,20
32,1
36,69
32,0
37,10
34,2
34,2
34,196
34,0
34,5
24,0
34,14
32,102
34,62
36,2
34,2
35,4
34,419
34,24
36,0
33,26
39,6
34,10
34,0
35,1
36,1
33,1
34,0
34,1
34,14
32,97
34,11
34,15
34,7
42,42
36,1
36,21
34,3
48,3
34,0
36,1
34,36
34,1
34,9
34,4
34,271
34,0
35,0
34,5
30,8
32,2
36,6
30,18
37,0
34,1
34,1
36,0
46,0
32,0
34,1
38,8
33,1
32,1
38,1
34,0
36,1
43,0
34,24
34,67
34,1
34,0
34,1
34,0
34,14
32,7
34,5
34,12
34,1
30,333
36,78
34,2
34,689
32,2
34,32
38,2
34,1
34,1
34,0
36,5
35,13
32,1
34,0
34,1
34,4
34,1
33,1
34,0
36,290
36,5
36,0
34,3
34,71
35,1
36,83
34,1
35,69
32,2
36,0
35,0
36,2
33,27
35,0
30,166
36,18
36,1
36,54
34,4
34,0
37,154
37,5
34,0
32,4
32,1
34,0
34,1
35,1
34,28
33,7
34,29
36,12
34,5
34,47
36,1
34,1
32,1
32,5
36,3
34,0
34,32
35,1
32,1
34,1
34,1
34,1
34,0
38,6
32,4
32,1
34,1
36,9
34,0
33,1
33,2
36,2
36,19
88,0
32,0
36,2
37,1
32,3
33,1
34,4
34,6
34,2
36,149
34,9
37,6
34,4
34,143
35,1
36,0
35,8
34,1
34,7
34,2
32,3
34,29
29,0
36,0
33,2
34,107
32,1
34,1
37,1
33,0
34,0
36,1
34,7
34,562
36,4
35,102
34,1
34,1
34,1
34,17
36,1
33,2
32,0
35,0
35,0
36,36
33,0
32,1
36,0
36,350
34,3
34,0
36,246
32,1
34,8
34,54
36,1
34,1
32,33
34,1
34,1
34,0
38,0
33,1
34,2
36,12
34,314
